,GCA_018363095.1,GCA_005864085.1,GCA_019107585.1,GCA_007989685.1,GCA_002091995.1,GCA_008868595.1,GCA_032466035.1,GCA_032466055.1,GCA_002091975.1,GCA_015476095.1,GCA_001013375.1,GCA_037901485.1,GCA_034477985.1,GCA_028878205.1,GCA_002192215.1,GCA_030217405.1,GCA_030217425.1,GCA_030233995.1,GCA_030224725.1,GCA_000784405.1,GCA_000784375.1,GCA_000735255.1,GCA_030227945.1,GCA_028578945.1,GCA_000311945.1,GCA_000311965.1,GCA_000026525.1,GCA_959021285.1,GCA_028578865.1,GCA_026427555.1,GCA_025190495.1,GCA_036453305.1,GCA_025190605.1,GCA_030480425.1,GCA_024329385.1,GCA_024329345.1,GCA_022643065.1,GCA_022643295.1,GCA_022483205.1,GCA_030215365.1,GCA_024329605.1,GCA_030224505.1,GCA_030361365.1,GCA_030361125.1,GCA_025190575.1
Cluster_18,,,,,,,,,,,,,,,,EJFCCNNF_00271,,,,,,,,,,,,CKJAHOFL_01211,,,,,,,,,,,,,,,,,
Cluster_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_24,,,IIKIHFAM_02141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_25,,,,,MANDJAGJ_02851,,,,JJJNDLKA_00393,,,,,,,,,,,,,,,,,,,,,,LNBPODHI_frag_00277_00278,,,,,,,,,,,,DKEEAECG_frag_01067_01068,,
Cluster_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_27,,,IIKIHFAM_00684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_29,,,,,,,,,,,,,,,,,,,,,GANNJBHO_02039,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_34,,,,,,,,,,,,,OIFGLBJI_frag_02489_02490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_35,,,,,,,,,,,,,,,,EJFCCNNF_02532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_36,BHCLOOGN_02589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_37,,,,,,PDJJOHAK_01866,AKAFKHIB_01015,PGEKGLPN_01020,,,,,,,NFOMCPMJ_01029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_38,,,,,,,AKAFKHIB_02300,PGEKGLPN_02302,,,,,,,NFOMCPMJ_02364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_40,BHCLOOGN_00747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_42,,,,ONPGDHNE_00189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_43,,,,,,,,,,,NJFOCKPD_01653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_44,,,,,,,,,,,,,,,,EJFCCNNF_refound_162,,CFEINHNO_refound_175,,,,,FBEJMFCP_refound_150,,,,,,,,,,,,,,,,,,,,,,
Cluster_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_47,,,,ONPGDHNE_01478,,,,,,,,,OIFGLBJI_00640,,,,,,,,,,,,,,,,,,,,MACPCDBC_frag_01211_01212,DOMIIDFN_02458,BOLAJOOM_00482,FDANMOFE_00542,GPGJGKIO_01686,DIEEFLKM_01644,LNDNMBPH_01702,HIPACNKA_01523,FCHFEHCH_00460,MJBJNIEB_01014,,MILOBOJJ_01653,KIINLOME_01155
Cluster_48,,,,,,,,,,,NJFOCKPD_00777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_49,,IHIOCCOG_01669,,,,PDJJOHAK_01724,AKAFKHIB_02505,PGEKGLPN_02508,,,,IHKNOHDK_frag_02569_02570,,BKFCMFHA_01720,NFOMCPMJ_02570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_50,,,,,,,,,,,NJFOCKPD_01722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_51,BHCLOOGN_02172,,IIKIHFAM_01969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_53,,,IIKIHFAM_02215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_57,,,,,,,,,,,,,,,,,,,,,,EBGMPJNB_00566,,,,,,,,HMJBHEOA_02806,,,,,,,,,,,,,,,
Cluster_58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_59,,,,,,,,,,,,,,,,EJFCCNNF_01291,FMALMFID_00457,,FGPAAJEO_refound_141,,GANNJBHO_00019,,,OLANGPCD_01154,NPDEIGMH_frag_02730_02731,EIOCMOGA_frag_02738_02739,LIFHEJKG_01792,CKJAHOFL_02224,JBBKAFNK_01141,HMJBHEOA_01796,,,,,,,,,,,,,,,
Cluster_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_63,,IHIOCCOG_01062,,,,,,,,HLIHONLB_00283,,IHKNOHDK_01063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_65,,,,,,,,,,,,,,,,,,CFEINHNO_02370,FGPAAJEO_refound_143,LOBNDOLK_00965,,,FBEJMFCP_01842,,,,,,,,,,,,,,,,,,,,,,
Cluster_66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_67,,,,,,PDJJOHAK_01717,AKAFKHIB_02512,PGEKGLPN_02515,,,,,,BKFCMFHA_01727,NFOMCPMJ_02578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_68,,,,,,,,,,,,,,,,,,,FGPAAJEO_refound_146,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKEABECF_00056,,,,,,,,,,,,,
Cluster_70,,,,,,,,,,,,,,BKFCMFHA_02324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_71,,,,,,,,,,,,,,,,,,,,,,EBGMPJNB_01576,,,,,,,,,,,,,,,,,,,,,,,
Cluster_72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_74,BHCLOOGN_02350,IHIOCCOG_frag_02153_02154,,,,PDJJOHAK_02804,AKAFKHIB_02370,PGEKGLPN_02372,,HLIHONLB_frag_01665_01666,,IHKNOHDK_frag_02437_02438,,BKFCMFHA_02617,NFOMCPMJ_02434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_75,,,,,,,,,,,,,,,,,,,,,,,,OLANGPCD_00961,,,LIFHEJKG_02782,,,,,,,,,,,,,,,,,,
Cluster_76,,,,,,,,,,,,,,,,,FMALMFID_00768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_79,,,,ONPGDHNE_01099,MANDJAGJ_01002,,,,JJJNDLKA_02175,,,,OIFGLBJI_01524,,,,,,,,,,,,,,,,,,LNBPODHI_02329,AKEABECF_frag_02397_02398,,DOMIIDFN_00509,,,GPGJGKIO_00861,DIEEFLKM_00836,LNDNMBPH_02572,HIPACNKA_01732,,MJBJNIEB_01156,DKEEAECG_00834,MILOBOJJ_02299,KIINLOME_01799
Cluster_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_81,,,IIKIHFAM_01967,,,,,,,,NJFOCKPD_00775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HMJBHEOA_02191,,,,,,,,,,,,,,,
Cluster_84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MACPCDBC_02520,,BOLAJOOM_01507,FDANMOFE_01301,,,,,FCHFEHCH_01480,,,,
Cluster_87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_89,BHCLOOGN_00076,,IIKIHFAM_00018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_90,,,,,,,,,,,NJFOCKPD_01349,,,BKFCMFHA_01589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_92,BHCLOOGN_02423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_100,BHCLOOGN_02170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_101,,,,,,,,,,,,,,BKFCMFHA_00936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_102,,,,,,PDJJOHAK_02411,AKAFKHIB_01696,PGEKGLPN_01700,,,,,,,NFOMCPMJ_01760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_103,,,,,,,,,,,,,,,,EJFCCNNF_01220,FMALMFID_frag_01168_01169,CFEINHNO_01192,FGPAAJEO_frag_00557_00558,LOBNDOLK_01343,GANNJBHO_01384,EBGMPJNB_01959,FBEJMFCP_02246,OLANGPCD_01598,NPDEIGMH_02594,EIOCMOGA_02658,LIFHEJKG_02186,CKJAHOFL_01937,JBBKAFNK_01584,HMJBHEOA_02183,,,,,,,,,,,,,,,
Cluster_104,BHCLOOGN_02597,IHIOCCOG_02261,IIKIHFAM_02389,,,PDJJOHAK_00370,AKAFKHIB_02085,PGEKGLPN_02090,,HLIHONLB_01382,NJFOCKPD_01907,IHKNOHDK_02156,,BKFCMFHA_00926,NFOMCPMJ_02153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_105,,,,,,,,,,,,,OIFGLBJI_overlap_3_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_106,,,,ONPGDHNE_01930,MANDJAGJ_frag_00133_00134,,,,JJJNDLKA_frag_00550_00551,,,,,,,,,,,,,,,,,,,,,,LNBPODHI_01259,,,DOMIIDFN_02857,,,GPGJGKIO_01536,DIEEFLKM_01540,LNDNMBPH_02107,HIPACNKA_02595,,MJBJNIEB_01458,DKEEAECG_02483,MILOBOJJ_01378,KIINLOME_frag_00263_00264
Cluster_107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_109,,,,,,,,,,,,,,,,EJFCCNNF_refound_3,,CFEINHNO_refound_3,,,,,FBEJMFCP_refound_4,,,,,,,,,,,,,,,,,,,,,,
Cluster_110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MACPCDBC_overlap_1,,,,,,,HIPACNKA_overlap_2_stop,,MJBJNIEB_overlap_1_stop,DKEEAECG_overlap_2_stop,MILOBOJJ_refound_1,
Cluster_112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_114,,,,ONPGDHNE_02515,MANDJAGJ_02093,,,,JJJNDLKA_01103,,,,OIFGLBJI_00411,,,,,,,,,,,,,,,,,,LNBPODHI_00009,AKEABECF_01018,MACPCDBC_00530,DOMIIDFN_02290,BOLAJOOM_02689,FDANMOFE_02826,GPGJGKIO_02016,DIEEFLKM_02001,LNDNMBPH_01464,HIPACNKA_00876,FCHFEHCH_02592,MJBJNIEB_00344,DKEEAECG_02606,MILOBOJJ_00638,KIINLOME_02383
Cluster_115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MACPCDBC_overlap_3,,,,,,,HIPACNKA_overlap_3_stop,,MJBJNIEB_overlap_2_stop,DKEEAECG_overlap_3_stop,MILOBOJJ_refound_2,
Cluster_116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_117,,,,,,,,,,,,,OIFGLBJI_frag_01035_01036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_118,,,,,,PDJJOHAK_01716,AKAFKHIB_02513,PGEKGLPN_02516,,,NJFOCKPD_00774,,,,NFOMCPMJ_02579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_119,,,,,,,,,,,,,OIFGLBJI_01525,,,,,,,,,,,,,,,,,,,AKEABECF_02399,,DOMIIDFN_00510,BOLAJOOM_overlap_7,FDANMOFE_overlap_6,GPGJGKIO_00862,DIEEFLKM_00835,LNDNMBPH_02573,,FCHFEHCH_overlap_6,,,MILOBOJJ_refound_3,
Cluster_120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_123,,,,,,,,,,,,,,BKFCMFHA_02545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_124,,,,,,PDJJOHAK_refound_4,,PGEKGLPN_01040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_125,,,,,,,,,,,,,,,,,,,,,GANNJBHO_00955,,,OLANGPCD_01500,,,,,,,,,,,,,,,,,,,,,
Cluster_126,,,,,,,,,,,,,,,,,,,,,,,FBEJMFCP_01924,,,,,,,,,,,,,,,,,,,,,,
Cluster_127,,,,ONPGDHNE_01100,MANDJAGJ_02643,,,,JJJNDLKA_02174,,,,,,,,,,,,,,,,,,,,,,LNBPODHI_02330,,MACPCDBC_overlap_5,,BOLAJOOM_01508,FDANMOFE_01300,,,,HIPACNKA_01731,FCHFEHCH_01479,MJBJNIEB_01155,DKEEAECG_00833,MILOBOJJ_refound_5,KIINLOME_01800
Cluster_128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_129,,,,,,,,,,,,,,BKFCMFHA_01728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_130,,,,,,,,,,,,,,,,EJFCCNNF_00745,FMALMFID_02408,CFEINHNO_00660,FGPAAJEO_00168,LOBNDOLK_01801,GANNJBHO_01908,EBGMPJNB_00874,FBEJMFCP_01232,OLANGPCD_02586,NPDEIGMH_01156,EIOCMOGA_01100,LIFHEJKG_02640,CKJAHOFL_00029,JBBKAFNK_00515,HMJBHEOA_02644,,,,,,,,,,,,,,,
Cluster_131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLAJOOM_00138,FDANMOFE_00141,,,,,FCHFEHCH_00385,,,,
Cluster_132,BHCLOOGN_02017,,IIKIHFAM_01817,,,PDJJOHAK_01544,AKAFKHIB_02702,PGEKGLPN_02705,,,NJFOCKPD_00614,,,BKFCMFHA_00219,NFOMCPMJ_02768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLAJOOM_overlap_14,FDANMOFE_overlap_12,,,,HIPACNKA_overlap_7_stop,FCHFEHCH_overlap_13,MJBJNIEB_overlap_4_stop,DKEEAECG_overlap_6_stop,MILOBOJJ_refound_9,
Cluster_134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MACPCDBC_02518,,,,,,,,,,,MILOBOJJ_refound_10,
Cluster_135,BHCLOOGN_00733,,IIKIHFAM_00670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKEABECF_00174,MACPCDBC_01036,,,,,,,HIPACNKA_02871,,MJBJNIEB_02223,,,
Cluster_137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_138,,,,,,,,,,,,,,,,,,,FGPAAJEO_refound_1,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MACPCDBC_overlap_7,,,,,,,HIPACNKA_overlap_9_stop,,MJBJNIEB_overlap_6_stop,DKEEAECG_overlap_9_stop,MILOBOJJ_refound_11,
Cluster_141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKEABECF_01784,,,,,,,,,,,,,
Cluster_142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIPACNKA_00033,,MJBJNIEB_02473,,,
Cluster_147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILOBOJJ_00002,
Cluster_152,,,,,,,,,,,,,,,,,,CFEINHNO_00991,,LOBNDOLK_00063,,,,,,,,,JBBKAFNK_01482,,,,,,,,,,,,,,,,
Cluster_153,,,,,,,,,,,,,,,,,,,,,,,,,,,LIFHEJKG_00855,,,,,,,,,,,,,,,,,,
Cluster_154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_156,,,,,,,,,,,,,,,NFOMCPMJ_00808,,,,,,,,,,,,,,,,,,,,,,GPGJGKIO_02021,DIEEFLKM_02028,LNDNMBPH_00068,,,,,,
Cluster_157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKEEAECG_02529,,
Cluster_162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKEABECF_01369,,DOMIIDFN_00434,BOLAJOOM_00634,FDANMOFE_00695,,,,HIPACNKA_01740,FCHFEHCH_00612,,DKEEAECG_00931,,
Cluster_163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_165,,,,,,PDJJOHAK_02792,,PGEKGLPN_01041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_169,,,,,,,,,JJJNDLKA_refound_68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KIINLOME_refound_16
Cluster_170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_177,,,,,,,,,,,,,,,,EJFCCNNF_01385,FMALMFID_01257,CFEINHNO_02386,FGPAAJEO_01564,,GANNJBHO_01222,,FBEJMFCP_02289,,NPDEIGMH_00526,EIOCMOGA_02143,,CKJAHOFL_00529,,,,,,,,,,,,,,,,,
